縣市,字號,"執照類別 ",狀態,機構名稱,負責獸醫,發照日期,機構地址
高雄市,高市獸師開字第277號,獸醫師,開業,全國動物醫院高雄分院,陳怡銓,2012/11/20,高雄市左營區博愛三路500號1、2樓
屏東縣,屏獸開字第98號,獸醫師,開業,翔恩動物醫院,林鐘權,2012/11/20,屏東市武威街30號
苗栗縣,苗縣獸師開字第101036號,獸醫師,開業,銅鑼元宏獸醫診所,李元貴,2012/11/19,苗栗縣銅鑼鄉銅鑼村郵電街13號
台北市,北市獸業字第453號,獸醫師,開業,艋舺動物醫院,劉均凱,2012/11/13,臺北市萬華區萬大路365號1樓
基隆市,基府獸開字第2號,獸醫師,開業,仁愛家畜醫院,宋濬超,2012/11/13,基隆市忠四路8號
台中市,中市獸醫開字第262號,獸醫師,開業,愛普生動物醫院,李祥雲,2012/11/13,台中市大里區美群路46號1F及2F
花蓮縣,府農漁開字第33號,獸醫師,開業,祥和動物診所,鄭雲和,2012/11/09,花蓮縣瑞穗鄉瑞祥村祥北路二段148號
新北市,新北獸醫業字第316號,獸醫師,開業,提姆沃克動物醫院,朱家正,2012/11/07,新北市三重區中正北路23號1樓及2樓
台中市,中市獸醫開字第261號,獸醫師,開業,宏仁動物醫院,江季洧,2012/10/25,台中市清水區中華路442巷7號
桃園市,桃獸師開執字第233號,獸醫師,開業,達特馬動物醫院,馬維賢,2012/10/25,桃園市國際路一段1172號
高雄市,高市獸師開字第276號,獸醫師,開業,志寳動物醫院,柯志寳,2012/10/22,高雄市阿蓮區港後里港後路26-13號
台中市,中市獸醫開字第260號,獸醫師,開業,全科動物醫院,許文察,2012/10/19,台中市北屯區中清路99-29號
新北市,新北獸醫業字第315號,獸醫師,開業,安星動物醫院,楊彌青,2012/10/17,新北市土城區中央路2段8號1樓
新北市,新北獸醫業字第314號,獸醫師,開業,上品動物醫院,林上竣,2012/10/11,新北市中和區中山路2段167號
新北市,新北獸醫業字第313號,獸醫師,開業,唯仁動物醫院,唐伯龍,2012/10/09,新北市淡水區中正東路2段121號
苗栗縣,苗縣獸師開字第101035號,獸醫師,開業,後龍動物醫院,陳芸詩,2012/09/26,後龍鎮大庄里光華路432號
新竹市,竹市府產農字第980078651號,獸醫師,開業,安定動物醫院,張勝智,2012/09/21,新竹市東區建美路45號
台中市,中市獸醫開字第259號,獸醫師,開業,豐陽動物醫院,蔡忠翰,2012/09/21,台中市西區林森路96號
台東縣,東府獸師開字第16號,獸醫師,開業,寶佳動物醫院,陳瑀凡,2012/09/20,臺東市傳廣路107號
台中市,中市獸醫開字第258號,獸醫師,開業,胖胖動物醫院,李日榮,2012/09/18,台中市南區國光路58號
苗栗縣,苗縣獸師開字第101034號,獸醫師,開業,方舟動物醫院,陳其瑩,2012/09/17,苗栗縣竹南鎮大厝里24鄰國昌街205巷2號
新北市,新北獸醫業字第312號,獸醫師,開業,守護動物醫院,林志豪,2012/09/13,新北市新莊區中正路891-32號
桃園市,桃獸師開執字第217號,獸醫師,開業,藍世界動物醫院,周浩群,2012/08/29,龜山鄉忠義路二段519號
高雄市,高市獸師開字第275號,獸醫師,開業,蓋亞野生動物專科醫院,黃猷翔,2012/08/23,高雄市三民區建工路611號
桃園市,桃獸師開執字第232號,獸醫師,開業,綠崧動物醫院,胡宏文,2012/08/23,中壢市環中東路2段112號
台中市,中市獸醫開字第257號,獸醫師,開業,大原動物醫院,莊連鋒,2012/08/09,臺中市南屯區黎明路二段165號1樓
高雄市,高市獸師開字第274號,獸醫師,開業,勝杰動物醫院,杜杰憲,2012/07/25,高雄市苓雅區成功一路163號
彰化縣,彰府農防師開字第123號,獸醫師,開業,喜羊羊獸醫院,張維聖,2012/07/25,彰化縣芳苑鄉安家新村1街41號
彰化縣,彰府農防師開字第124號,獸醫師,開業,惟仁動物醫院,鄭淑文,2012/07/24,彰化縣溪湖鎮員鹿路2段570號
新北市,新北獸醫業字第311號,獸醫師,開業,上和動物醫院,黃國維,2012/07/18,新北市永和區福和路75號
高雄市,高市獸師開字第273號,獸醫師,開業,肯亞動物醫院,謝智龍,2012/07/09,高雄市鳳山區光復路一段26號
台南市,南市獸開字第130號,獸醫師,開業,全國動物醫院五期分院,邱翊隆,2012/07/03,台南市南區中華西路一段310號
高雄市,高市獸師開字第272號,獸醫師,開業,德洲動物醫院,郭權德,2012/07/02,高雄市苓雅區金門街84號
屏東縣,屏獸開字第97號,獸醫師,開業,鯨生動物醫院,錢興華,2012/06/26,屏東縣恆春鎮恆南路56-3號
台北市,北市獸業字第452號,獸醫師,開業,碩聯動物醫院,邱榮鐸,2012/06/20,臺北市大安區辛亥路2段143號1樓
彰化縣,彰府農防師開字第122號,獸醫師,開業,加恩動物醫院,鐘加文,2012/06/15,彰化縣員林鎮中正路150號
嘉義縣,嘉府獸師開字第71號,獸醫師,開業,普惠動物醫院,吳普惠,2012/06/14,嘉義縣水上鄉崎子頂27-52號
嘉義縣,嘉府獸師開字第70號,獸醫師,開業,汪汪動物醫院,林武結,2012/06/05,嘉義縣民雄鄉福樂村埤角1之20號
新北市,新北獸醫業字第310號,獸醫師,開業,家福動物醫院樹林店,詹英代,2012/05/25,新北市樹林區中華路6-3號
台北市,北市獸業字第447號,獸醫師,開業,台愛動物醫院,范振喬,2012/05/08,臺北市士林區中正路629號1樓
台北市,北市獸業字第448號,獸醫師,開業,維恩動物醫院,蔡岳群,2012/05/08,臺北市南港區東新街132號1樓
桃園市,桃獸師開執字第231號,獸醫師,開業,喜樂地動物醫院,邱奕貴,2012/04/30,蘆竹鄉大竹路319號
新北市,新北獸醫業字第309號,獸醫師,開業,馬達加斯加動物醫院,邱宗義,2012/04/26,新北市板橋區文化路二段500號1樓
宜蘭縣,宜縣獸業字第21號,獸醫師,開業,六福動物醫院,陳文平,2012/04/23,宜蘭市宜興路二段100號
嘉義縣,嘉府獸師開字第69號,獸醫師,開業,中丞動物醫院,紀宏蒼,2012/04/19,嘉義縣六腳鄉豐美村港尾寮185號
新北市,新北獸醫業字第308號,獸醫師,開業,獴獴加動物醫院,邱建竹,2012/04/11,新北市三重區重新路四段20號
花蓮縣,府農漁開字第32號,獸醫師,開業,永安動物醫院,池金雄,2012/04/11,花蓮縣吉安鄉永安村吉安路一段81號
台南市,南市獸開字第128號,獸醫師,開業,奇異果動物醫院,陳俊余,2012/04/03,臺南市安平區平通路377號
台南市,南市獸開字第127號,獸醫師,開業,巴斯德動物醫院,張峻豪,2012/04/03,臺南市中西區西賢街61號
台中市,中市獸醫開字第255號,獸醫師,開業,裕源動物醫院,蕭彰政,2012/04/02,台中市西區五權路2-199號
嘉義縣,嘉府獸師開字第68號,獸醫師,開業,東煌水產動物醫院,王東煌,2012/03/29,嘉義縣布袋鎮中安里中厝95號
桃園市,桃獸師開執字第228號,獸醫師,開業,湖光動物醫院,盧薏帆,2012/03/23,桃園市蘆竹區桃園街178號
桃園市,桃獸師開執字第227號,獸醫師,開業,元氣動物醫院南崁分院,黃俊展,2012/03/20,蘆竹鄉中正路352號
桃園市,桃獸師開執字第226號,獸醫師,開業,摩兒動物醫院,葉以淇,2012/03/17,龜山鄉文興路128號
新北市,新北獸醫業字第306號,獸醫師,開業,德興動物醫院,王柏森,2012/03/16,新北市蘆洲區長安街62號1樓
新北市,新北獸醫業字第248號,獸醫師,開業,北大奇緣動物醫院,林顯坤,2012/03/14,新北市三峽區民生街2-2號
新北市,新北獸醫業字第305號,獸醫師,開業,懷恩動物醫院,侯國斌,2012/03/14,新北市林口區文化二路1段88號
台北市,北市獸業字第446號,獸醫師,開業,傑翔動物醫院,張傑翔,2012/03/09,臺北市大同區民權西路270之2號
屏東縣,屏獸開字第96號,獸醫師,開業,愛心獸醫院,謝瑞春,2012/03/02,屏東縣恆春鎮山腳里恆南路105-1號
新北市,新北獸醫業字第212號,獸醫師,開業,邁德氏賽鴿專科醫院,簡福記,2012/03/01,新北市板橋區海山路11號1樓
新竹縣,竹縣字第26號,獸醫師,開業,東沅動物醫院,劉名鼎,2012/02/22,新竹縣關西鎮中山東路212號
台北市,北市獸業字第445號,獸醫師,開業,明誠動物醫院,向才園,2012/02/17,臺北市大安區瑞安街45號1樓
屏東縣,屏獸開字第95號,獸醫師,開業,安生動物醫院,陳有得,2012/02/13,屏東縣萬丹鄉和平西路36號
台中市,中市獸醫開字第253號,獸醫師,開業,馬汀動物醫院,陳柏都,2012/02/10,臺中市大里區中興路二段386-4號
台中市,中市獸醫開字第252號,獸醫師,開業,可米動物醫院,陳志名,2012/02/08,台中市北屯區大連路二段22號1樓(含地下室)
新北市,新北獸醫業字第303號,獸醫師,開業,毛孩子動物醫院,謝金偉,2012/01/19,新北市三重區福德北路71號
桃園市,桃獸師開執字第224號,獸醫師,開業,仰望動物醫院,陳孝傑,2012/01/17,桃園市莊二街75號
台北市,北市獸業字第443號,獸醫師,開業,大群動物醫院,陳泰良,2012/01/12,臺北市文山區羅斯福路6段206號1樓
台北市,北市獸業字第442號,獸醫師,開業,北投動物醫院,劉得煌,2012/01/12,臺北市北投區中央北路2段60-1號1樓
台中市,中市獸醫開字第251號,獸醫師,開業,聖愛動物醫院,劉孔龍,2012/01/06,台中市太平區中興路118-2號
台中市,中市獸醫開字第250號,獸醫師,開業,聖愛動物醫院大里分院,凌超凡,2012/01/06,台中市大里區中興路二段471號
嘉義市,嘉市獸開字第88號,獸醫師,開業,嘉樂動物醫院,陳信璋,2012/01/04,嘉義市民族路668號
新北市,新北獸醫業字第301號,獸醫師,開業,新店太僕動物醫院,朱百川,2012/01/02,新北市新店區北新路1段345號
屏東縣,屏獸開字第94號,獸醫師,開業,御犬水產動物醫院,林榮鏞,2011/12/26,屏東縣東港鎮中正路ㄧ段96號
台中市,中市獸醫開字第249號,獸醫師,開業,品品動物醫院,蘇品,2011/12/19,臺中市豐原區中山路157號
嘉義縣,嘉府獸師開字第67號,獸醫師,開業,大富動物醫院,羅富國,2011/12/14,嘉義縣太保市春珠里97-11號
台北市,北市獸業字第441號,獸醫師,開業,貝恩動物醫院,洪瑞隆,2011/12/14,臺北市松山區南京東路3段256巷55號
高雄市,高市獸師開字第270號,獸醫師,開業,永欣動物醫院,吳俊男,2011/12/13,高雄市楠梓區軍校路724號
台北市,北市獸業字第440號,獸醫師,開業,常源動物醫院,黃博源,2011/12/08,臺北市士林區德行東路189號1樓
台中市,中市獸醫開字第248號,獸醫師,開業,三三動物診所,陳榮凱,2011/12/07,臺中市梧棲區大庒里光復路28號
台中市,中市獸醫開字第247號,獸醫師,開業,洽昌動物醫院,林鶴陵,2011/11/30,臺中市沙鹿區中山路463巷1號
南投縣,投府農畜師開字第25號,獸醫師,開業,關懷動物醫院,陳家容,2011/11/28,南投縣草屯鎮敦和路50-4
彰化縣,彰府農防師開字第120號,獸醫師,開業,旺旺動物醫院,黃璽峰,2011/11/18,彰化市彰南路1段405號
台中市,中市獸醫開字第245號,獸醫師,開業,達爾文動物醫院,楊宗潔,2011/11/14,臺中市西區博館路157號
新北市,新北獸醫業字第298號,獸醫師,開業,六福動物醫院,李宣儒,2011/11/11,新北市板橋區文化路1段182號
高雄市,高市獸師開字第268號,獸醫師,開業,宇恩動物醫院,顏良澤,2011/11/10,高雄市前鎮區光華2路314號
嘉義市,嘉市獸開字第87號,獸醫師,開業,國立嘉義大學附設雲嘉南動物疾病診斷中心,郭鴻志,2011/11/09,嘉義市新民路580號
彰化縣,彰府農防師開字第119號,獸醫師,開業,傑生動物醫院,巫志傑,2011/11/07,彰化縣溪湖鎮員鹿路2段473號
嘉義縣,嘉府獸師開字第66號,獸醫師,開業,明安動物醫院,邱明安,2011/11/02,嘉義縣溪口鄉溪東村民生街95巷15號
屏東縣,屏獸開字第93號,獸醫師,開業,九如動物醫院,黃文堂,2011/10/27,屏東縣九如鄉五權路101號
台中市,中市獸醫開字第244號,獸醫師,開業,五福動物醫院,單黛安,2011/10/26,臺中市南區工學路13-10號
台中市,中市獸醫開字第243號,獸醫師,開業,凱文兄弟動物醫院,黃煜文,2011/10/24,臺中市南屯區文心南三路538號
高雄市,高縣獸醫開字第27號,獸醫師,開業,宏仁家畜醫院,黃瓊誼,2011/10/14,高雄市鳳山區五甲一路220號
台南市,南市獸開字第126號,獸醫師,開業,永明動物醫院,張弘文,2011/10/13,台南市永康區永明街65號
台北市,北市獸業字第438號,獸醫師,開業,松山動物醫院,陳炳旭,2011/10/06,臺北市信義區松山路275號
桃園市,桃獸師開執字第223號,獸醫師,開業,圓霖動物醫院八德分院,吳宗勲,2011/09/30,八德市介壽路二段1072號
新竹市,竹市府產農字第990049644號,獸醫師,開業,謙華動物醫院,歐千愉,2011/09/26,新竹市中華路二段224號
台南市,南市獸開字第125號,獸醫師,開業,七福動物醫院,吳莉涵,2011/09/22,臺南市安南區同安路128號
彰化縣,彰府農防師開字第117號,獸醫師,開業,馬汀動物醫院,蘇浚緯,2011/09/21,彰化市中正路2段751號
桃園市,桃獸師開執字第222號,獸醫師,開業,耐斯動物醫院,吳家劭,2011/09/19,中壢市環中東路189之1號
高雄市,高市獸師開字第267號,獸醫師,開業,悅生動物醫院,李英瑞,2011/09/07,高雄市左營區大中二路260號
高雄市,高縣獸醫開字第241號,獸醫師,開業,佳佳動物醫院,林廷昌,2011/09/07,高雄市岡山區仁義里岡山路33號
台北市,北市獸業字第437號,獸醫師,開業,湖光動物醫院,林雅哲,2011/09/06,臺北市大同區重慶北路3段138、140號
台南市,南市獸開字第124號,獸醫師,開業,馬克動物醫院,鄭永成,2011/08/26,臺南市新營區新東里27鄰東光街82巷18號
新北市,新北獸醫業字第52號,獸醫師,開業,寶護動物醫院,湯政道,2011/08/26,新北市林口區中山路281號1樓
台北市,北市獸業字第436號,獸醫師,開業,極光動物醫院,蔡仙瑩,2011/08/24,臺北市大安區建國南路2段31號
彰化縣,彰府農防師開字第116號,獸醫師,開業,寵物當家動物醫院,陳建榮,2011/08/24,彰化市中正路2段823號
嘉義市,嘉市獸開字第86號,獸醫師,開業,丸三動物醫院-博東總院,莊雯茹,2011/08/22,嘉義市博東路273號
高雄市,高市獸師開字第266號,獸醫師,開業,博仁動物醫院,王藏毅,2011/08/20,高雄市岡山區前鋒里公園西路三段92號
新北市,新北獸醫業字第294號,獸醫師,開業,尚格動物醫院,林沂嫻,2011/08/10,新北市中和區安平路200-1號
嘉義市,嘉市獸開字第85號,獸醫師,開業,高醫動物醫院興業分店,吳景煌,2011/08/05,嘉義市興業東路275號
台中市,中市獸醫開字第239號,獸醫師,開業,鄭獸醫院,鄭隆義,2011/08/01,臺中市西屯區中工三路66號
台中市,中市獸醫開字第238號,獸醫師,開業,彩虹動物醫院,曾喜暖,2011/07/22,臺中市國光路2段318號
台北市,北市獸業字第434號,獸醫師,開業,美國愛屋動物醫院,謝豐義,2011/07/14,臺北市松山區八德路4段520號1樓
台北市,北市獸業字第433號,獸醫師,開業,麟安動物醫院,江佳淵,2011/07/13,臺北市大安區和平東路3段324號
桃園市,桃獸師開執字第151號,獸醫師,開業,春天動物醫院,翁亦順,2011/07/08,桃園市三民路一段191號
彰化縣,彰府農防師開字第115號,獸醫師,開業,成愛動物醫院,張彩萍,2011/06/21,彰化縣鹿港鎮彰鹿路7段637號
新北市,新北獸醫業字第293號,獸醫師,開業,紐約紐約動物醫院,簡柏銓,2011/06/21,新北市板橋區文化路2段139號1樓
台南市,南市獸開字第123號,獸醫師,開業,全國動物醫院永康分院,吳宜儒,2011/06/13,臺南市永康區中華路103號2樓
桃園市,桃獸師開執字第138號,獸醫師,開業,大台北動物醫院,呂美齡,2011/06/13,桃園市桃園區永安路854號
台中市,中市獸醫開字第236號,獸醫師,開業,小熊犬醫院,林定紘,2011/06/13,臺中市豐原區中陽里16鄰圓環東路553號
嘉義縣,嘉府獸師開字第65號,獸醫師,開業,裕成動物醫院,許江蘇,2011/06/08,嘉義縣民雄鄉豐收村好收199號
台北市,北市獸業字第430號,獸醫師,開業,安心動物醫院,王仁潔,2011/06/02,臺北市文山區羅斯福路5段17號
新北市,新北獸醫業字第255號,獸醫師,開業,全國動物醫院環球分院,許展誠,2011/06/02,新北市中和區中山路3段122號1樓
